utterance_id,year,month,speaker_display,speaker_party,primary_framing,speech_cluster,text
ParlaMint-NL_2021-06-29-eerstekamer-3.u11,2021,2021-06,Henk Pijlman,Unknown,energy-general,0,"Thank you, Mr. Chairman. The proposed legislative amendment implements a European directive agreed by the European Parliament and the Council. It also partially implements our Climate Agreement. Transport becomes a step greener. 14% of the energy must come from renewable sources, but there is no obligation to add it. Mr. Chairman. We support the proposal, but we also see it as a transition proposal. We believe that, in the end, the sectors concerned will not be able to achieve the objectives by using biofuels even though this proposal is not just about achieving them, but that, for example, green hydrogen is the solution for them. Biofuels are theoretically a good solution for greening transport, but they also have practically major disadvantages. Biofuels are often imported from Europe, but also from the USA and China. Bulk transport from these parts of the world on fossil-powered ships whose greening is still in its infancy will undo much of the environmental gain. I said it last week, I say it now and I say it this afternoon in the debate on reducing the use of coal in electricity generation again: cabinet, work on the hydrogen agenda. Hydrogen can mean the greening of chemicals, for example, hydrogen can mean the greening of heavy land transport and hydrogen can mean the greening of shipping. The Netherlands must make much more haste with the hydrogen agenda, says D66. If we compare our country with, for example, France or Germany, then we must do very much to ensure that we do not lose the battle, and that we have great opportunities through the extensive international gas network to transport hydrogen gas and to play a central role in Europe, which can mean a lot for maintaining jobs and for international trade. For this reason, too, it is important that the parties do not exclude each other in this formation, but quickly come to a new government. I would like a reaction from the Secretary of State, not so much on the formation of the Council of Ministers, but on the hydrogen agenda. Mr. Chairman. We very much appreciate how the Secretary of State is also committed in Europe to preventing biofuel from being extracted from soya and palm oil. This is no longer happening in the Netherlands, but it is not yet international. We also appreciate how the Secretary of State is committed to implementing the Schonis motion to prevent indirect land use in biofuel production and to consider soya and palm oil as a high ILUC risk. That brings me to the enforcement and implementation of this proposal. Implementation of this proposal is bureaucratic and enforcement problematic, as it is difficult to oversee the entire chain internationally. In fact, in order to do it right, a new instrument, the BKE, is needed to measure greenhouse gas emissions. But the NEA is very critical about it and has serious doubts about enforcement. Therefore, it is stipulated that the BKE will not start for the time being. But that does raise the question of what enforcement is going to be like. I'd like a response. Mr. Chairman. That is also why we need to move towards a more sustainable system that certainly applies to aviation and shipping which cannot do without hydrogen. We therefore consider this proposal to be the most feasible, but certainly not the ideal means of greening transport. In addition, we will have to answer a great many questions in the proposal for a decision on energy transport, but this framework will, of course, be very helpful. Mr. Chairman. Our group is looking forward to the answer of the Secretary of State. Thank you."
ParlaMint-NL_2019-02-05-tweedekamer-15.u61,2019,2019-02,Jesse Klaver,Unknown,energy-general,0,"We have also made proposals, for example on the closure of additional coal plants, for the next two years. I also hope that Mr Jetten is prepared to look into this. But I see his answer in this way: it is indeed an obligation on this cabinet to produce results. And just saying that it's ""the goal to achieve the goals"" is like a little too noncommittal."
ParlaMint-NL_2022-02-28-tweedekamer-3.u16,2022,2022-02,Sjoerd Sjoerdsma,Unknown,security,0,"I would like to hear from Mr De Roon, after which I will respond to his proposal, whether his party, or his group, or his foreman is prepared to support these sanctions. Whether his party is prepared to restore unity in this parliament. Whether his party is willing to make it clear to Russia that this is not possible. I would also like to say to you, Mr President, that the majority of this Chamber is saying that we want the cabinet to look at how the increase in the energy bill can be taken as well as possible. These are motions that have already been tabled here from the left to the right, which have been shared and which the cabinet is looking at. That's not new. That wish exists, Mr. De Roon. So you can add another proposal to that, but the wish from the Chamber is already there in a majority. The question before us now, Mr. De Roon, is much more urgent. Confess color. Where is your party? Are you here for the Dutch interests, or are you representing others' interests?"
ParlaMint-NL_2022-01-19-tweedekamer-6.u388,2022,2022-01,Mark Rutte,Unknown,energy-general,0,"No, I don't have one here. But knowing her, that's never gonna take long. Mr. Chairman. Then there's the motions. The motion in part No. 911 is a speech-out. So I don't have to give them any advice. The motion in part No. 113, with reference to the debate, I should like to advise against. We have discussed this in detail. The motion in part No. 114 is about the increase in the energy bill. Significant measures have been taken: the energy tax, the energy allowance for minima, a budget for minima and a budget for insulation materials. We're holding the finger on the wrist. In view of all these activities, I would like the motion in part No. 114 dissuade. Then the motion to part No. 115. The coalition agreement includes an investment for pandemic preparedness, including for flexible scaling-up of intensive care. I want the motion in part no. 115 dissuaded. The motion in part No. 116 has no cover. Moreover, the coalition agreement provides for a structural allocation of 200 million for this type of business. I'm deceiving the motion in part No. 116. The motion in part No. Mr Wilders' 117 concerns the 60 billion for the climate and nitrogen fund. All that has to go to purchasing power. With reference to the debate, I would like to discourage that motion. The motion in part No. 118 is about taking away the right to vote and stand as a candidate. On this point, I would like to say that the removal of the right to vote requires a judicial decision. So that's not up to the cabinet. The Constitution and the law provide a basis for crimes that seriously affect the state system, but I do not believe that there is any reason to change the legal framework. I want the motion in part no. 118 so advise against it. The motion in part No. 119 is a pronunciation. The motion in part No. 120, I'd like to leave judgment room. We naturally support the importance of tackling cybercrime. That's what the coalition agreement says. Entrepreneurs also already have the attention in the cybercrime approach. The motion aims to strengthen it. The motion in part No. 121 is about the gas extraction. Gas extraction is completed as soon as possible and is justified. That is also laid down by law. That's what the Cabinet is doing. I reject this motion because the cabinet cannot now give guarantees about the gas extraction that is needed this year. The Secretary of State shall inform the Chamber before a decision is taken on all relevant estimates, security frameworks and considerations. The motion in part No. 121 is therefore not recommended. The motion in part No. 122 is about power inequality. I should like to say the following. That ibo comes in April and we come in for the summer with a reaction. Let us have the debate on this. Perhaps I could ask Mrs Marijnissen the motion in part No. 122 in that context."
ParlaMint-NL_2022-03-08-tweedekamer-18.u7,2022,2022-03,Tjeerdde Groot,Unknown,security,2,"Thank you, Mr President. Also on the situation in Ukraine a question to the Minister. The Minister discussed this with his colleagues. I'd like to hear more about it anyway. As far as D66 is concerned, there are two effects. The first is, of course, the effect of the import of Russian gas, which is, as is well known, used for the production of fertilizer. The largest industrial gas consumer in the Netherlands is a fertilizer manufacturing company. The second effect is, of course, the export of animal feed by Ukraine. Cattle feed is actually a bit the fossil fuel of current agriculture. So we need to reduce animal feed. That is exactly the transition that the cabinet has put into circular agriculture, because that only gives proteins to animals that people cannot or do not want to eat. Could the Minister respond to the view that, as Europe, as the Netherlands, we can reduce our dependence on the rest of the world if we switch to circular agriculture? Thank you."
ParlaMint-NL_2022-06-02-tweedekamer-9.u8,2022,2022-06,Wybrenvan Haga,Unknown,economic,2,"And then the last one. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that energy prices have increased exorbitantly and that variable rates will be increased by 25% to 30% on 1 July;]] [[noting that in many sectors, such as agriculture, construction, transport, contract work and earthmoving, this has a problematic impact on business operations;]] [[Whereas red diesel may be used in other countries, such as Belgium and Germany, thereby creating legal inequality and an uneven playing field;]] [[calls on the Government to allow red diesel in the aforementioned sectors,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Van Haga and Mr Van der Plas.]] [[She's getting No. kst-36045-81]]"
ParlaMint-NL_2022-03-08-eerstekamer-6.u38,2022,2022-03,Pimvan Ballekom,Unknown,energy-general,3,"I don't regret anything. And I'm not sorry I didn't listen to you before. The situation has changed. It is always the VVD Group that I have always argued from the outset about reducing CO emissions, without any taboo. This means that we are in favour of nuclear energy. This means that we are in favour of Carbon Capture Utilisation and Storage. Now, in these circumstances, the question is: can we make better use of these elements to keep our energy supply balanced and as cheap as possible and to broaden our base? Because we have to meet these climate objectives."
ParlaMint-NL_2019-12-03-eerstekamer-9.u347,2019,2019-12,Tineke Huizinga- Heringa,Unknown,energy-general,0,"Mr. Chairman. Of course, I would like to thank the Minister for his reply. I am not going to say his ""extensive answer,"" because there are some questions that remain here and there, including mine. Anyway, it happens sometimes. I repeat a single one in the second term. The Minister said that the annual supply of biomass is monitored by the PBL. He also mentioned the point made by Mr Van Kesteren, who said: should we not take the place in 2015 and see if we are still on the right track with this road towards the closure of coal plants? What does the Minister do with this monitoring? What does that mean? If there is scarcity, price rises or whatever, what instruments does the Minister have to use? That's what I meant when I said that reports actually don't give you anything, because your economy eventually runs on electricity. I would like an answer from the Minister. The Minister said, I think, on Mr Van Ballekom's question, whether we could postpone the discussion of the law for a number of months: I do not understand that. This law is about 2020, he said, and biomass doesn't play until 2030, when the coal plants are closed. But that's a little weird, isn't it? Because if we now know that the coal plants are going to close, we are now looking at biomass and now it is important that there is a framework for biomass sustainability. Then you can't say: that biomass doesn't come until 2030. This is the time we are talking about: how do we get good biomass, how do we get sustainable biomass, and all those questions that have been raised in this debate. Did the Minister mean it when he said that biomass will not be dealt with until 2030? Then I asked how much gas we could generate, thinking that maybe we could keep the use of biomass as low as possible. I asked whether the Minister would see a combination with CCS in the future. Then, like Mr Crone, I said that we need to do more in Europe. The minister said, preferably to bet on ETS. But you can do one thing and you can't leave the other. I would think that you and your commitment to ETS, as well as trying to cooperate with neighbouring countries as much as possible. I'd like to hear from the Minister how he looks at that. Now it seemed a bit like: I choose ETS, so I leave everything else. That's not supposed to happen, is it? We talked about biomass. Many groups have expressed their concerns. I have, let me be honest, just heard the Minister say too often: biomass is in the mix, that is part of the mix. As if, because the fact that we need that biomass, we no longer have to think about it that it is very acidic that it does increase CO emissions, that it becomes more polluting. Then we can stop all sorts of stories and say all kinds of things, but at least in the time of one generation it is. While we're all doing it because we want to bring CO emissions down. I understand that the Minister says that we need it and that it is in the mix, but I would really like to hear more from the Minister about the concerns that are there. With that..."
ParlaMint-NL_2022-02-09-tweedekamer-5.u77,2022,2022-02,Jeroenvan Wijngaarden,Unknown,energy-general,0,"Eric Wiebes, of course, was the one who said at some point: we're gonna close it. That was the goal. We're on our way to that target. That is what Mr Nijboer and I share. It is now about the pace at which we achieve that goal. As far as the VVD is concerned, that pace cannot be high enough. That is why I have just said: go before 1 April to see what possibilities there are to refrain from this extra gas extraction. I really challenge the Secretary of State in that. I really think we have that commitment to Groningen. But I just don't want to make false promises here either. I can do all kinds of tough language around here, but I don't like it."
ParlaMint-NL_2022-02-09-tweedekamer-5.u95,2022,2022-02,Sandra Beckerman,Unknown,energy-general,0,"That's not very clear. To say that safety weighs heavily is another thing than to say that safety is one thing. We already have an emergency plan that is already in place to ensure that safety can actually stand on one. Then I have a second question. The spokesperson of the Christian Union says: if the extraction goes up, then there will be extra money for Groningen. It was added in the media that that money is for damage recovery and reinforcement. If the gas extraction doesn't go up, doesn't Groningen get that extra money?"
ParlaMint-NL_2019-02-05-tweedekamer-15.u456,2019,2019-02,Mark Rutte,Unknown,security,0,"Sure. I'm doing the same thing. This is very often the case on Friday at the press conference and in the conversation I have then, but I now understand that Mr Segers does not see it every week. Shame. It's always in the top ten best-visited programs. I was also thinking partly because Mr Segers was looking at it. But without madness, the answer to that is yes. But let's get these two aspects out of there right away. There are two major concerns. I wanted to deal with the first major concern in the performances mentioned by Mr Segers, but also at other times, for example in May at the VVD Congress, when I spoke about this in a party context. That is about the great concern in the world about climate change, about the fact that it's two to twelve and that if we don't take action, we're taking big risks with the whole system we live in. That's one side. That care lives with a lot of people. This can be translated into air quality in the short term. If you don't believe in the CO problem and global warming, then the fact that we are living here on one of the most polluted parts of the world may be enough motivation for me to believe after a few regions in China and Hong Kong. For the climate skeptics, I would like to say that you can also have the dependence of the Middle East and Russia on your energy supply as a reason. There are so many reasons to do this, but for me the direct, personal motivation lies in the great concern for the system in which we live and the thought that this generation needs to clean up this mess and can't move through it. In that sense, it's kind of like the state debt. You don't move it to the next generation, and you don't move this shit to the next generation, if only because it might make it impossible for that generation to fix it. That's one concern. The other concern is: but how? There I see a bright spot in this debate. Call me an optimist there you have it again; sorry, I can't let it go either, but if I listen to this debate and see what it's about, about whether we do the industry via the Asscher route or via the cabinet route, I think: you know, you might get out of it. If that's the big debate in the Netherlands, you might get out of it. So you could work on that after a lot of battle, because it's going to be a lot of battle in the campaign and so on and you could eventually agree on a path with perhaps more than 100 or perhaps more than 125 seats in Parliament. A path where you meet the goal, where you take everyone in the country and no one suddenly has to cancel their holiday, sell their car or buy their heat pump tomorrow and take a huge loan. A path where you can take away all those worries. Ladies and gentlemen, the viewers at home, we have 11 years. After that, if you take it until 2050, we have 31 years. It doesn't have to be tomorrow and we're gonna do it in a proper way. We're not gonna make life impossible for people in their personal lives. In addition, there is the third leg of the triangle as I always have it in my head and I even drew it here: the companies. That is the point of the discussion I just had with Mr Asscher and others on how to ensure that companies participate properly and that competitiveness is maintained. But that is also a concern, namely that we do not get that right, that we only go for the 49 and do not take the other things into account or that we say: oh, what a disaster; purchasing power is falling all the way through the floor, so leave the 49 alone. So you have to settle it in a balance, with broad support, after which you can say to the Netherlands: this is now the plan with broad political support. So it's probably about cabinets. That's why I'm so supportive. In addition, you are not dependent on the elections of 2021, but roughly set out a path for the coming years until 2030 and 2050, with the rest that goes with it: boys, we can do this together in a decent way. And, you know, that was what I believe Mr Asscher said, so it can be fun, because then we can also make a lot of money from it."
ParlaMint-NL_2022-02-23-tweedekamer-2.u116,2022,2022-02,Joost Eerdmans,Unknown,energy-general,0,"At first I heard a bit of a brake on sun and wind, because you are actually going to look more at the demand side, actually at the loss of energy needs. JA21 is, as we know, critical of solar and wind energy, very critical. We are looking at the impact that this has on the climate we see, on the landscape. We also look at the costs and problems that people are experiencing, also in terms of health, by placing these huge ugly wind turbines. So I was hoping that you, as a Party for the Animals, could embrace that a little, because it is soiling. I think that's an important aspect of placing all those turbines. I can see the Minister nodding: it is indeed soiling."
ParlaMint-NL_2021-09-29-tweedekamer-6.u1,2021,2021-09,Vera Bergkamp,Unknown,minerals,0,"Good morning, allies. Welcome to two minutes of debates entitled Mining/Groningen. One is the follow-up to a committee debate which took place before the recess on 1 July. The second took place on 15 September. I would like to welcome both directors, Mrs Ollongren, Minister for the Interior, and Mr Blok, Minister for Economic Affairs and Climate Policy, as well as my fellow chamber members. For the first two-minute debate, seven speakers spoke. Mrs Beckerman has requested the debate, so I give her the opportunity to use her for two minutes to table motions."
ParlaMint-NL_2021-05-11-eerstekamer-10.u316,2021,2021-05,Kajsa Ollongren,Unknown,energy-general,0,"Mr. Van Hattem and I see it quite differently. I think that the municipalities also see it differently from Mr Van Hattem's description here. It's just a joint task. The municipalities and the co-governments have taken them on because they also feel that they have a responsibility in this regard. They consider that they themselves should have an influence on how the declaration is completed. That is the whole concept of the Regional Energy Strategy. This gives them a lot of space to fill in. Once again, they regard this as their task and their responsibility. So I really do see that quite differently from what Mr Van Hattem is describing."
ParlaMint-NL_2021-11-04-tweedekamer-4.u31,2021,2021-11,Stef Blok,Unknown,energy-general,2,"First of all, the point of substance: the rise in energy prices. Of course, the measures announced by the cabinet through the energy tax also provide relief for SMEs. Once again, as we pointed out at the presentation, I do not want to give the impression that we can eliminate all the cost increases. However, energy-intensive SMEs will benefit significantly from this. Moreover, I do not want to hide the fact that energy prices are then partly reflected in a higher price of products, including bread. I do not see Mr Azarkan right now, but that is one of the driving forces behind inflation. Then there's the point about the contacts. The trade association and its chairman are, of course, very welcome. I don't want to hide the fact that I usually start my weekend at the local bakery in Enkhuizen on Saturday morning at 06:30. The dogs have to get out anyway, so I can hear on the spot about the sweetness and suffering in Enkhuizen and specifically with the bakers. But it's not about personal anecdotes. Entrepreneurs are welcome. Then I get to the point..."
ParlaMint-NL_2019-01-16-tweedekamer-7.u27,2019,2019-01,Cem Laçin,Unknown,energy-general,0,"I would like to make a number of specific points, starting with information. The Secretary of State says she wants to improve current information. In her letter yesterday, she mainly points to the way of burning and the time of burning, while in our opinion information should focus on air pollution and its impact on environment and health. As far as we are concerned, wood-burning must therefore be discouraged. Does the Secretary of State agree with the SP? And if we want to discourage firewood, it goes without saying that we are going to end the subsidy on pallet heaters as soon as possible. On the one hand, discouragement and, on the other hand, the granting of subsidies is totally unbelievable. As far as we are concerned, research into the desirability of subsidies for small installations is therefore superfluous. I'd like to advise the Secretary of State as soon as possible. Information should focus not only on current wood producers, but above all on the general public. Because we know that when the energy bill goes up, there is a refuge on wood stoves. And what account goes up because of government policy? Indeed: the energy bill. The high-energy bill hotline that the SP launched on Monday is red-hot, I can report to you. Is the Secretary of State prepared to focus information also on the general public and not just on the stokers of today? Mr. Chairman. Germany and Belgium already have stricter requirements for wood stoves. In order to prevent wood stoves that will not be used in our neighbouring countries from coming to the Netherlands, the Secretary of State will also introduce the Ecodesign Directive in the Netherlands by 1 January 2020 at the latest, she writes. But the question is, of course, Mr Van der Lee also asked this question: what happens to the heaters that are already being used, those older, more polluting heaters that can still be purchased this year? What do we do about it? The Ecodesign Directive has not yet solved this problem. Does the Secretary of State agree with us? Finally, Mr President, I come to enforcement. There are rules regarding nuisance in the neighborhood. But how are they maintained? What rights does someone who experiences nuisance, went to the neighbors and got zero on the record? A report to the municipality and, with luck, someone who comes to check in, is not enough. Maintaining a national problem must also be regulated nationally. We need to outline frameworks so that there are no differences between the municipalities. Is the Secretary of State prepared to look into this? As far as we are concerned, direction by the Secretary of State and setting up frameworks are necessary, including with the Clean Air Agreement, which is now being drawn up. Is the Secretary of State prepared to include wood stumps in them and set enforceable targets in them? Thank you."
ParlaMint-NL_2021-10-06-tweedekamer-2.u2,2021,2021-10,Tonyvan Dijck,Unknown,energy-general,0,"Thank you, Mr President. Let me begin by asking this outgoing Minister of Finance what it was like yesterday at Ecofin, whether he was still addressed on his construction in the British Virgin Islands. As we have seen from here, the newspapers in Italy were full of them. So I would like to know how people reacted to that news. That brings me to the credibility of this minister. The question is of course: can he still act as a warrior against tax havens and tax avoidance, now that he himself has used such a construction on the British Virgin Islands? Compare it with a Minister of Justice and Security who wants to tackle drug policy, but rather ran a coffee shop himself. How credible is that? The minister plays here in this house the alleged innocence and wants to end it with ""2009 was a different time,"" but he doesn't get away with it. Normal people just pay taxes in this country and they don't retire in Guernsey and they don't help a boyfriend with a start-up in Africa with €26,000, which you still have. That's not normal, Minister. The minister wants us to believe he didn't know he was investing in a letterbox company on a Caribbean island. But nobody's gonna believe that either. 'Cause if you transfer $26,000, you know what to do, don't you? Then you know what you invest in, especially when you're 34 years old. That's a car. Or does this minister have too much money? It could be. Nor does he supposedly know who those other investors were. That also sounds unbelievable, because it was a friend club, that's how we were able to read. They were all friends of the Leiden student corps Minerva, of McKinsey, of ABN AMRO, the old boys network. Mr. Chairman. If you analyze it, that whole construction was built to avoid tax: pure tax planning. You earn your money in Kenya, where the Vpb is 30%, then you channel it to a holding company in Mauritius.. a commonly used construction to avoid tax in Africa, where the Vpb is 0%.................................................................................................. This has been considered. Thought of the Zuidas whizzkids. This place stinks. It reminds me of Sywert van Lienden, also one of those CDA benefactors, who spotted 9 million with his mouth cap deal. So to speak, he wanted to do the right thing. Just like this African minister, Sywert wanted to do good for public health in the Netherlands. This minister knew very well what he was doing and if he had called Sywert, he would now be able to cash, because by now that start-up of the minister is making 5 million sales and 900 people are on the payroll. That's not a small start-up anymore, that's just a big company. If the minister had cashed his shares now, he'd have made a hell of a lot of money. The question is therefore: how credible is this minister? And how credible is this minister in Europe? I told you in the beginning, the Italian newspaper headlined: from prosecutor to defendant. This Minister with his lifted finger and his strong attitude towards southern Europe is no longer credible. Mr. Chairman. Speaking of credibility. The cabinet headed by Mr Rutte has plunged the Netherlands into a major crisis in recent years. We are in the midst of a housing crisis, an energy crisis, a migration crisis, a care crisis, an education crisis, a security crisis and so on; one crisis after another. How credible is it, then, that this coalition, which has caused all this misery, now wants to make a start? They want to clean up the mess they've caused and they promise to get better. But nobody's gonna fall for that, right? That's like a pyromaniac says, ""I promise to put out my own fire."" It doesn't work. It is therefore not surprising that more than 70% of the Dutch population have no confidence in this. Mr. Chairman. Let me run by some crises. First of all, the purchasing power crisis, which is well known to us here in this house. People's purchasing power has stopped since the turn of the century. People crave a little air in the wallet. Despite the fact that the economy is growing by 3.5%, next year we will get nothing in purchasing power. The Netherlands is impoverished. More and more people don't make ends meet. Meanwhile, the Netherlands has about 250,000 working poor, we were able to see in a source of the ESC last week. 1.5 million people in the Netherlands suffer from problematic debt and poverty. That's the Netherlands in 2021. Meanwhile, everything becomes more expensive. We have seen it: the care, the own risk, the energy bill, the messages. Everything has become a lot more expensive in recent years. Take the gas. Nowadays you pay more than €2 for a liter of gasoline. Why do we pay €0.50 more in the Netherlands than in Belgium and in Germany, so I ask the Minister, or actually the Secretary of State. Half of the Netherlands is now filling up in neighbouring countries. It's been going on for years. More than half of every gallon of gas goes to the state treasury. The PVV says: lower excise duties below the level of our neighbouring countries so that they can make our state treasury here instead of the other way around. Mr. Chairman. Then there is the energy crisis, which the newspapers are full of. Gas prices are going through the roof. Meanwhile, we pay more than €100 per megawatt hour. That was the beginning of the year €17. 550,000 households now live in energy poverty. If this goes on like this, we're gonna be in the cold in winter. This year the energy bill increased by €500 and next year it will probably rise by €550 again. We're heading for a direct energy disaster. But what does this minister do, what does this cabinet do? Nothing! Other countries have now taken action. Italy, Greece, Spain, France, they all reduced the energy costs for families. And this minister leaves the whole of the Netherlands in the cold. Then there's the pension crisis. That's something like that. The pots are bulging out. Meanwhile, in ten years' time, the pension assets in the Netherlands have doubled from 830 billion to almost 1,700 billion. However, pension funds must be poor and pensioners have not been indexed for ten years. Pensioners pay the bill and now lose 11% of purchasing power. A math example. A retired person with a small supplementary pension of €700 is now missing after ten years €200 per month, because there is no index. That's inexplicable. The immigration crisis. Under the guidance of Mr Rutte, 900,000 non-Western migrants came to the Netherlands. That's a city the size of Amsterdam. That has cost us 200 billion so far, in care, benefits, housing, you name it. Why isn't anybody talking about that? When we ask a question about the Millions note, they say: we are not going to calculate that. We must not know what the open borders cost. The policy of open borders now costs the taxpayer EUR 20 billion a year. Mr. Chairman. Under Rutte, our society has visibly changed. In the big cities, more than half of the newborns are non-western. So count out your future. It goes on and on. The COAs are filling up again. We were able to see it in today's papers and yesterday's papers. Last month alone 3,000 asylum seekers came into the Netherlands. The PVV therefore wants to close the borders for all asylum seekers and migrants from Islamic countries. It can't go on like this. We're gonna be strangers in our own country. So cut it off and close the borders. That brings me right to the housing crisis, which is also such a huge crisis right now. Partly because of the migration there is no house to get in the Netherlands. The housing shortage has now risen to 30,000 homes, and if anything is released, 27,000 waiting status holders are ahead. So the starter in the Netherlands is screwed and the waiting lists are getting longer and longer. Apart from a shortage, the houses are now priceless, as we know. In a year's time, prices rose by almost 20%. A terraced house now costs four tons. In 2013, that was two tons. In seven or eight years the prices of the houses have doubled. Living is priceless and also the rents have increased exorbitantly, in the last ten years under Rutte by 30%, so that 800,000 tenants can hardly pay their bills anymore. We also see that there are no rentals. The stock of 2.3 million has been the same for ten years, because corporations don't build. Of course, it's the landlord's tax. Therefore, the PVV is also in favour of abolishing the landlord's tax and the suffocating rules. Mr. Chairman. Then there is the supplemental affair, such a crisis, a crisis that stopped this cabinet and sent it home."
ParlaMint-NL_2021-10-28-tweedekamer-11.u332,2021,2021-10,Sylvana Simons,Unknown,energy-general,0,"If Mrs Leijten had really wanted to put all the energy into that, she would not have set this painful debacle in motion here tonight. That's one. I can say a lot about the number two, but I think it is well known that this gentleman is no longer an active part of my party. On the tweet to which Mrs Leijten refers, which she has sent me and which she now says she has addressed me to, did I answer her, outside the Chamber, or not? Those aren't things you need to bring in right now. Those are things that you and I have already discussed, Mrs Leijten. You were just talking about another tweet. ""It repeats itself,"" I hear you say. But it's repeating itself..."
ParlaMint-NL_2022-04-20-tweedekamer-4.u9,2022,2022-04,Pieter Grinwis,Unknown,energy-general,1,"Thank you, Mr President. Three points. Green hydrogen is not the hairminder oil of the energy transition, but we do need it. Hence, along with Mr Dassen, a nice motion. My second point. During the debate I made an example of the field lab in Dordrecht and the beautiful farm Dogterom in Oude Tonge. I encouraged the Minister to help these initiatives by creating more experimental space. I know that he must work there with other ministries and ministers such as Mr De Jonge again, who should make this kind of experimental space possible with the Environment Act. My appeal is: please, Minister, give these companies a boost by giving their innovation space. 'Cause it's beautiful if this can get a boost in that way. My third point. We should not trade Russia's disproportionate dependence on natural gas for new disproportionate dependencies. Hence the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas the current high European dependence on natural gas from Russia is highly undesirable;]] [[Whereas the sustainability of the economy will require a scaling-up of production and imports of green hydrogen from abroad;]] [[Whereas the current situation of disproportionate dependence on imports of natural gas from Russia should not be exchanged for disproportionate dependence on imports of green hydrogen;]] [[calls on the government, in cooperation with market players, to combat disproportionate dependence on green hydrogen from a single country by focusing on diversification in countries of origin and fixing a maximum share of total imports of hydrogen per country,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Grinwis and Mr Erkens.]] [[She's getting No. kst-32813-1029]]"
ParlaMint-NL_2021-11-02-tweedekamer-20.u85,2021,2021-11,Renske Leijten,Unknown,energy-general,0,"That is a ministry that opposed the advent of a coal fund at the time when we are going to phase out coal plants. That coal fund would then ensure that people who work there are accompanied to another job, perhaps in the green industrial policy. We did get that, partly because of your support, but this is the Ministry that opposes it. For years I have seen how the VVD has implemented the principle of profit for residents of our country. Do you need care? High own contribution. Are you going to study? Why don't you pay for yourself? The housing corporations can be reduced, and so we impose a tax on them. If Mr. Erkens and I grab a terrace, we'll pay more taxes on what we order there than Shell on his winnings. That's what it's like now. And that's why I keep asking. There are fine words to be heard: no free lunch; conditions must be laid down. But of course we haven't seen that in the last few years. A person applying for benefits in this country will be checked and punished ten times better than a polluting plant that has been emitting too much cancer for years. That's where we stand now. And I'd like to know where the VVD would like to be if appointments were made. Is it possible to maintain it? Are licences actually being withdrawn? Is money being recovered? What are we gonna do with these companies?"
ParlaMint-NL_2022-04-20-tweedekamer-3.u20,2022,2022-04,Arda Gerkens,Unknown,economic,2,Then I would like to ask one more question: can Mr Van Raan explain why he thinks it is a fossil subsidy when it comes to companies that use electricity for production? That's what it's all about. They buy in that power and the compensation is about the power they buy. So these companies can't change that themselves.
ParlaMint-NL_2022-06-22-tweedekamer-13.u20,2022,2022-06,Fahid Minhas,Unknown,climate,3,"Mr. Chairman. I have two motions, so I'm gonna start soon. The first motion concerns the taking of a leading role on the issue of water safety. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that the Netherlands, despite being the most safe delta in the world, can also be vulnerable, as it turned out last summer in Limburg;]] [[Whereas the challenges of water safety are becoming more complex due to climate change, such as flooding and drought;]] [[Whereas the increasing complexity of the tasks in our scarce space requires spatial choices and a coherent approach;]] [[noting that our country's viability depends on water safety policy and that the Minister of Infrastructure and Water State has final responsibility for the water assessments in the Netherlands;]] [[Calls on the government to take a leading role in the field of water safety together with local authorities by implementing the principle of ""water and soil management"" as laid down in the coalition agreement for all relevant policy areas including housing, infrastructure, land planning, energy transition and rural areas within this cabinet period and to draw up a programme for that purpose;]] [[calls on the Cabinet to broaden the approach to water security by addressing the effects of extreme showers and to discuss this with the parties concerned,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Minhas and Mr Stoffer.]] [[She's getting No. kst-27625-579]]"
ParlaMint-NL_2020-02-19-tweedekamer-4.u39,2020,2020-02,Arie Slob,Unknown,energy-general,0,"There are some investigations into parental empowerment, but not yet in relation to this subject. So as far as we're concerned, that can be taken. You know that there is a great deal of energy going into the evaluation at the moment, so I hope you will understand that it is going ahead for a while. But we'll take care of this if the Chamber asks us to. Then the motion to part No. 348 by Mrs Westerveld and Mr Kwint. The initiative Together to School classes is indeed a very nice initiative. There is also in principle no legal objection to registering the children in a regular primary school. Then a school also receives the basic cost and additional resources can be made available through the partnerships. And if care is needed, then the municipality is covered. There is also no need for an exemption from compulsory education and for funding to run through the municipality. In that respect, therefore, you are right to note that we should not want to do so. I am willing to engage with the collaborations and with the Nsgk to further shape this. In secondary education, the situation is different, because there is a diploma requirement and these children cannot meet this requirement. But you know, we have also discussed it in the general discussion that education through the school can be arranged as a secondary location of, for example, a special school in the regular school. Once again, it falls under the banner of education. I am also talking about that. So I can give this motion judgment room."
